carat,cut,color,clarity,depth,table,price,'x','y','z'
1.04,b'Very Good',b'G',b'SI1',61.8,59.0,5070.0,6.49,6.55,4.03
1.2,b'Ideal',b'J',b'SI1',61.9,57.0,5071.0,6.8,6.87,4.23
1.54,b'Premium',b'H',b'I1',62.0,60.0,5071.0,7.4,7.32,4.56
1.09,b'Very Good',b'I',b'VS2',62.6,57.0,5072.0,6.55,6.62,4.12
1.16,b'Premium',b'F',b'SI2',62.1,59.0,5072.0,6.71,6.76,4.18
1.22,b'Very Good',b'I',b'SI2',62.9,56.0,5072.0,6.79,6.84,4.29
1.05,b'Very Good',b'H',b'SI1',63.2,59.0,5072.0,6.39,6.46,4.06
1.25,b'Premium',b'J',b'SI1',62.0,58.0,5073.0,6.88,6.9,4.27
1.1,b'Very Good',b'E',b'SI2',63.0,56.0,5073.0,6.59,6.55,4.14
1.11,b'Ideal',b'I',b'VS2',62.2,56.0,5073.0,6.69,6.62,4.14
1.51,b'Fair',b'I',b'I1',65.7,61.0,5074.0,7.08,7.02,4.63
1.14,b'Ideal',b'I',b'VS2',62.9,56.0,5075.0,6.71,6.67,4.21
1.06,b'Premium',b'H',b'SI1',61.0,58.0,5075.0,6.61,6.57,4.02
1.03,b'Premium',b'D',b'SI2',60.6,60.0,5076.0,6.52,6.46,3.93
1.02,b'Very Good',b'F',b'SI1',60.2,60.0,5077.0,6.55,6.61,3.96
1.07,b'Ideal',b'F',b'SI2',62.0,56.0,5077.0,6.51,6.55,4.09
1.01,b'Very Good',b'E',b'SI1',63.3,58.0,5077.0,6.39,6.37,4.04
1.01,b'Premium',b'E',b'SI1',63.0,61.0,5077.0,6.42,6.37,4.03
1.16,b'Ideal',b'G',b'SI2',61.6,55.0,5078.0,6.78,6.8,4.18
1.08,b'Premium',b'H',b'SI1',62.6,58.0,5078.0,6.53,6.56,4.1
1.01,b'Very Good',b'F',b'SI1',62.4,60.0,5078.0,6.35,6.4,3.98
1.01,b'Very Good',b'F',b'SI1',62.7,56.0,5078.0,6.39,6.36,4.0
1.03,b'Premium',b'H',b'VS2',62.4,58.0,5078.0,6.47,6.39,4.01
0.93,b'Fair',b'D',b'VS2',56.3,67.0,5078.0,6.52,6.45,3.65
1.02,b'Ideal',b'H',b'SI1',59.9,56.0,5079.0,6.54,6.51,3.91
1.26,b'Premium',b'I',b'SI2',60.1,59.0,5080.0,7.03,6.99,4.21
1.26,b'Premium',b'J',b'SI1',61.8,58.0,5080.0,6.91,6.88,4.26
1.2,b'Premium',b'I',b'SI2',60.0,58.0,5080.0,6.93,6.91,4.15
1.08,b'Ideal',b'E',b'SI2',61.7,57.0,5080.0,6.6,6.55,4.06
0.9,b'Ideal',b'G',b'VS1',62.5,57.0,5080.0,6.18,6.13,3.84
0.9,b'Ideal',b'D',b'SI1',61.6,55.0,5081.0,6.23,6.27,3.85
1.1,b'Ideal',b'E',b'SI2',61.6,56.0,5082.0,6.61,6.64,4.08
1.1,b'Very Good',b'I',b'VS1',60.2,59.0,5082.0,6.67,6.71,4.03
1.2,b'Good',b'H',b'SI2',62.2,62.0,5082.0,6.69,6.75,4.18
1.0,b'Very Good',b'E',b'SI1',61.1,60.0,5082.0,6.42,6.47,3.94
1.0,b'Very Good',b'E',b'SI1',60.9,59.0,5082.0,6.38,6.43,3.9
1.0,b'Good',b'E',b'SI1',63.7,60.0,5082.0,6.24,6.29,3.99
1.2,b'Very Good',b'J',b'SI1',62.5,58.0,5082.0,6.74,6.79,4.23
1.21,b'Premium',b'H',b'SI2',58.2,59.0,5082.0,7.05,7.03,4.1
1.21,b'Premium',b'H',b'SI2',61.1,60.0,5082.0,6.91,6.86,4.21
1.21,b'Premium',b'H',b'SI2',62.1,56.0,5082.0,6.8,6.76,4.21
1.02,b'Ideal',b'G',b'SI1',62.2,56.0,5082.0,6.44,6.46,4.01
1.21,b'Premium',b'H',b'SI2',60.0,61.0,5082.0,6.88,6.79,4.1
1.2,b'Very Good',b'J',b'SI1',61.8,57.7,5083.0,6.78,6.91,4.23
1.83,b'Fair',b'J',b'I1',70.0,58.0,5083.0,7.34,7.28,5.12
1.23,b'Ideal',b'J',b'SI2',63.2,58.0,5083.0,6.82,6.74,4.29
1.02,b'Premium',b'H',b'SI1',61.1,58.0,5084.0,6.51,6.46,3.96
1.01,b'Very Good',b'E',b'SI1',63.1,57.0,5085.0,6.33,6.44,4.03
1.2,b'Good',b'H',b'SI2',59.7,63.0,5085.0,6.84,6.87,4.09
1.09,b'Fair',b'H',b'SI1',64.4,60.0,5085.0,6.49,6.42,4.16
1.13,b'Very Good',b'E',b'SI1',60.8,58.0,5086.0,6.71,6.77,4.1
0.92,b'Very Good',b'D',b'SI1',62.0,58.0,5086.0,6.18,6.21,3.84
0.72,b'Ideal',b'F',b'VVS1',61.8,57.0,5086.0,5.73,5.76,3.55
1.04,b'Premium',b'G',b'SI1',61.4,57.0,5086.0,6.56,6.5,4.01
1.03,b'Premium',b'F',b'SI1',61.5,59.0,5087.0,6.49,6.42,3.97
1.03,b'Premium',b'F',b'SI1',58.6,62.0,5087.0,6.65,6.6,3.88
1.03,b'Premium',b'F',b'SI1',61.5,57.0,5087.0,6.53,6.44,3.99
1.03,b'Premium',b'F',b'SI1',60.9,61.0,5087.0,6.54,6.5,3.97
0.9,b'Premium',b'F',b'VS1',62.7,58.0,5088.0,6.14,6.17,3.86
1.12,b'Very Good',b'G',b'SI1',62.5,58.0,5088.0,6.6,6.64,4.14
1.12,b'Very Good',b'G',b'SI1',59.5,62.0,5088.0,6.76,6.81,4.04
1.18,b'Very Good',b'E',b'SI2',62.5,60.0,5088.0,6.7,6.74,4.2
1.03,b'Good',b'D',b'SI1',60.1,62.0,5088.0,6.55,6.53,3.93
1.1,b'Premium',b'G',b'SI1',62.3,58.0,5088.0,6.61,6.55,4.1
1.0,b'Premium',b'G',b'SI1',59.6,60.0,5088.0,6.49,6.43,3.85
1.18,b'Ideal',b'I',b'SI1',62.2,56.0,5088.0,6.85,6.75,4.23
1.18,b'Premium',b'I',b'SI1',62.8,56.0,5088.0,6.74,6.71,4.22
1.1,b'Premium',b'D',b'SI2',61.5,60.0,5088.0,6.64,6.58,4.06
1.0,b'Ideal',b'G',b'SI1',61.9,56.0,5088.0,6.45,6.37,3.97
1.02,b'Premium',b'F',b'SI1',62.2,58.0,5089.0,6.4,6.46,4.0
1.01,b'Fair',b'F',b'VS2',65.2,52.0,5090.0,6.31,6.29,4.11
1.06,b'Very Good',b'E',b'SI1',61.4,58.0,5090.0,6.53,6.62,4.04
1.01,b'Premium',b'H',b'SI1',62.3,58.0,5090.0,6.44,6.4,4.0
1.04,b'Premium',b'H',b'SI1',61.0,58.0,5090.0,6.6,6.54,4.01
1.01,b'Premium',b'F',b'SI1',62.9,58.0,5090.0,6.43,6.35,4.02
1.01,b'Premium',b'G',b'SI1',60.8,60.0,5090.0,6.47,6.39,3.91
1.16,b'Premium',b'H',b'SI1',61.9,59.0,5091.0,6.73,6.74,4.17
1.21,b'Ideal',b'I',b'SI2',60.6,56.0,5091.0,6.92,6.94,4.2
1.16,b'Ideal',b'I',b'SI1',62.6,57.0,5091.0,6.71,6.67,4.19
1.07,b'Premium',b'G',b'SI1',63.0,55.0,5091.0,6.55,6.47,4.1
1.07,b'Premium',b'G',b'SI1',61.0,58.0,5091.0,6.66,6.59,4.04
1.11,b'Premium',b'F',b'SI1',60.4,61.0,5091.0,6.72,6.65,4.04
1.17,b'Ideal',b'I',b'SI1',60.0,59.0,5092.0,6.82,6.87,4.11
1.03,b'Ideal',b'H',b'SI1',62.0,56.0,5093.0,6.44,6.49,4.01
1.0,b'Good',b'D',b'SI1',64.2,60.0,5093.0,6.22,6.28,4.01
1.16,b'Ideal',b'E',b'SI2',59.9,57.0,5093.0,6.82,6.8,4.08
1.16,b'Ideal',b'E',b'SI2',62.7,56.0,5093.0,6.73,6.69,4.21
1.07,b'Ideal',b'I',b'SI1',61.7,56.0,5093.0,6.59,6.57,4.06
1.12,b'Good',b'H',b'SI1',59.8,61.0,5094.0,6.72,6.85,4.06
1.33,b'Premium',b'I',b'SI2',59.7,59.0,5094.0,7.21,7.15,4.29
1.05,b'Ideal',b'H',b'SI1',61.4,57.0,5095.0,6.49,6.54,4.0
1.08,b'Good',b'E',b'SI1',63.1,59.0,5096.0,6.49,6.53,4.11
1.08,b'Ideal',b'E',b'SI1',62.6,57.0,5096.0,6.53,6.56,4.1
1.0,b'Fair',b'D',b'SI1',67.3,57.0,5096.0,6.15,6.04,4.1
1.0,b'Premium',b'D',b'SI1',61.4,58.0,5096.0,6.4,6.34,3.91
1.14,b'Ideal',b'I',b'SI1',60.8,58.0,5096.0,6.71,6.74,4.09
1.21,b'Good',b'J',b'VS2',61.0,64.0,5096.0,6.89,6.79,4.17
1.01,b'Premium',b'F',b'SI2',62.2,59.0,5096.0,6.41,6.38,3.98
1.3,b'Premium',b'H',b'SI2',61.3,58.0,5096.0,6.99,6.95,4.27
1.0,b'Premium',b'H',b'VS2',61.3,61.0,5096.0,6.44,6.38,3.93
1.21,b'Premium',b'J',b'VS2',61.9,59.0,5096.0,6.84,6.77,4.21
1.0,b'Premium',b'D',b'SI1',62.2,58.0,5096.0,6.28,6.23,3.89
1.0,b'Good',b'D',b'SI1',60.4,64.0,5096.0,6.39,6.3,3.83
1.0,b'Ideal',b'G',b'SI1',63.0,55.0,5096.0,6.42,6.41,4.04
1.2,b'Premium',b'I',b'SI1',61.4,57.0,5098.0,6.87,6.8,4.2
1.09,b'Premium',b'G',b'VS2',62.1,57.0,5098.0,6.6,6.55,4.08
1.22,b'Ideal',b'H',b'SI2',61.0,57.0,5099.0,6.89,6.95,4.22
1.01,b'Ideal',b'I',b'VS2',62.0,54.0,5099.0,6.43,6.47,4.0
1.02,b'Premium',b'H',b'VS2',61.8,58.0,5100.0,6.49,6.43,3.99
1.31,b'Very Good',b'J',b'SI2',61.8,59.0,5100.0,6.96,7.02,4.32
1.13,b'Premium',b'H',b'SI1',62.3,58.0,5101.0,6.67,6.68,4.16
0.95,b'Very Good',b'D',b'SI1',63.7,55.0,5101.0,6.2,6.24,3.96
1.05,b'Ideal',b'I',b'VS1',61.5,55.0,5101.0,6.56,6.61,4.05
1.03,b'Premium',b'E',b'SI1',61.3,60.0,5101.0,6.53,6.51,4.0
0.91,b'Premium',b'E',b'VS1',60.6,58.0,5101.0,6.32,6.25,3.81
1.04,b'Premium',b'H',b'VVS1',60.4,58.0,5102.0,6.58,6.53,3.96
0.9,b'Very Good',b'G',b'VVS2',59.8,60.0,5102.0,6.23,6.28,3.74
0.9,b'Very Good',b'E',b'VS1',60.7,61.0,5102.0,6.21,6.24,3.78
1.04,b'Ideal',b'H',b'SI1',62.3,57.0,5102.0,6.45,6.48,4.03
1.11,b'Ideal',b'H',b'SI1',62.0,56.0,5102.0,6.65,6.61,4.11
1.11,b'Premium',b'H',b'SI1',62.1,58.0,5102.0,6.6,6.57,4.09
1.07,b'Ideal',b'I',b'VS1',62.2,58.0,5103.0,6.52,6.57,4.07
1.36,b'Premium',b'H',b'SI2',60.1,56.0,5103.0,7.23,7.18,4.38
1.03,b'Premium',b'I',b'VS1',60.4,59.0,5104.0,6.57,6.51,3.95
1.05,b'Ideal',b'D',b'SI1',60.0,55.0,5104.0,6.66,6.61,3.98
1.04,b'Ideal',b'I',b'VS2',61.5,57.0,5105.0,6.49,6.52,4.0
1.03,b'Premium',b'G',b'SI1',60.5,60.0,5105.0,6.52,6.48,3.93
1.03,b'Ideal',b'D',b'SI2',61.8,54.0,5105.0,6.52,6.46,4.01
1.03,b'Premium',b'H',b'SI1',59.2,60.0,5105.0,6.62,6.58,3.91
1.08,b'Ideal',b'F',b'SI1',62.9,57.0,5106.0,6.54,6.53,4.11
1.34,b'Fair',b'G',b'SI2',64.7,55.0,5106.0,7.03,6.97,4.53
1.01,b'Very Good',b'F',b'SI1',63.2,56.0,5107.0,6.32,6.37,4.01
1.01,b'Very Good',b'F',b'SI1',62.0,56.0,5107.0,6.41,6.47,3.99
1.12,b'Premium',b'D',b'SI2',58.2,60.0,5107.0,6.9,6.81,3.99
1.16,b'Ideal',b'I',b'SI1',62.4,57.0,5107.0,6.71,6.75,4.2
1.01,b'Ideal',b'G',b'SI1',62.9,56.0,5107.0,6.39,6.43,4.03
1.26,b'Premium',b'J',b'VS2',62.5,58.0,5107.0,6.92,6.9,4.32
1.2,b'Premium',b'J',b'VS1',59.1,61.0,5107.0,7.0,6.94,4.12
1.2,b'Ideal',b'I',b'SI1',62.5,57.0,5107.0,6.77,6.71,4.21
1.2,b'Very Good',b'I',b'VVS2',61.7,63.0,5107.0,6.72,6.7,4.13
1.5,b'Good',b'J',b'SI2',63.7,58.0,5107.0,7.19,7.13,4.56
1.07,b'Ideal',b'H',b'VS2',61.8,56.0,5108.0,6.52,6.55,4.04
1.05,b'Ideal',b'D',b'SI2',61.9,56.0,5110.0,6.5,6.53,4.03
1.25,b'Good',b'J',b'SI1',63.6,57.0,5110.0,6.86,6.81,4.35
0.95,b'Very Good',b'G',b'VS1',61.7,58.0,5111.0,6.26,6.34,3.89
1.21,b'Very Good',b'I',b'SI2',62.0,56.0,5111.0,6.79,6.86,4.23
1.03,b'Ideal',b'G',b'SI1',60.1,59.0,5111.0,6.6,6.57,3.96
1.08,b'Premium',b'H',b'VS1',62.5,60.0,5111.0,6.55,6.51,4.08
1.17,b'Ideal',b'H',b'SI2',62.3,57.0,5111.0,6.78,6.74,4.21
0.99,b'Very Good',b'F',b'SI1',62.5,58.0,5112.0,6.36,6.38,3.98
0.87,b'Ideal',b'E',b'SI1',61.5,57.0,5112.0,6.12,6.15,3.77
1.06,b'Premium',b'G',b'SI1',62.2,57.0,5113.0,6.53,6.47,4.04
1.0,b'Very Good',b'E',b'SI1',63.3,57.0,5113.0,6.28,6.32,3.99
1.01,b'Good',b'G',b'SI1',63.7,60.0,5113.0,6.32,6.28,4.01
1.01,b'Very Good',b'G',b'SI1',63.2,59.0,5113.0,6.36,6.32,4.01
1.06,b'Premium',b'G',b'SI1',61.5,59.0,5113.0,6.57,6.53,4.03
1.26,b'Premium',b'J',b'SI1',61.7,58.0,5114.0,6.91,6.99,4.29
1.2,b'Very Good',b'H',b'SI1',63.3,57.0,5114.0,6.75,6.7,4.26
1.02,b'Ideal',b'F',b'SI2',62.9,58.0,5115.0,6.34,6.42,4.01
1.2,b'Very Good',b'G',b'SI2',62.6,60.0,5116.0,6.68,6.74,4.2
1.2,b'Very Good',b'G',b'SI2',59.7,59.0,5116.0,6.89,6.94,4.13
1.06,b'Ideal',b'I',b'VS2',61.4,55.0,5116.0,6.59,6.61,4.05
0.9,b'Premium',b'E',b'VS1',62.1,59.0,5116.0,6.15,6.09,3.8
1.01,b'Very Good',b'G',b'VS2',62.8,58.0,5119.0,6.35,6.42,4.01
1.0,b'Very Good',b'F',b'SI1',60.5,60.0,5119.0,6.38,6.45,3.88
1.12,b'Premium',b'I',b'VS2',61.9,58.0,5119.0,6.68,6.63,4.12
1.13,b'Ideal',b'E',b'SI2',61.8,57.0,5120.0,6.68,6.65,4.12
1.01,b'Premium',b'H',b'VS2',62.1,57.0,5120.0,6.45,6.39,3.99
1.15,b'Premium',b'I',b'VS2',62.6,56.0,5120.0,6.74,6.67,4.2
1.15,b'Premium',b'F',b'SI2',61.1,57.0,5120.0,6.82,6.77,4.15
1.0,b'Very Good',b'H',b'VS2',62.9,57.0,5121.0,6.31,6.35,3.98
1.27,b'Premium',b'J',b'SI1',61.8,58.0,5121.0,6.97,6.91,4.29
0.9,b'Very Good',b'F',b'SI1',62.3,57.0,5122.0,6.13,6.16,3.83
1.0,b'Very Good',b'F',b'SI1',63.5,56.0,5122.0,6.28,6.35,4.01
1.01,b'Very Good',b'D',b'SI1',62.2,58.0,5122.0,6.36,6.4,3.97
0.9,b'Ideal',b'F',b'SI1',61.0,56.0,5122.0,6.17,6.19,3.77
1.01,b'Fair',b'D',b'SI1',66.2,56.0,5122.0,6.05,6.1,4.02
1.15,b'Premium',b'I',b'SI2',61.3,57.3,5123.0,6.71,6.78,4.13
0.9,b'Very Good',b'D',b'SI1',62.3,53.0,5123.0,6.2,6.22,3.87
1.07,b'Premium',b'H',b'SI1',60.0,60.0,5123.0,6.65,6.61,3.98
1.07,b'Premium',b'H',b'SI1',61.5,57.0,5123.0,6.63,6.55,4.05
1.07,b'Premium',b'H',b'SI1',60.4,59.0,5123.0,6.65,6.62,4.01
1.07,b'Ideal',b'H',b'SI1',60.9,57.0,5123.0,6.68,6.61,4.05
1.21,b'Ideal',b'I',b'SI1',62.4,55.0,5124.0,6.78,6.81,4.24
1.16,b'Ideal',b'J',b'SI1',61.8,55.0,5124.0,6.75,6.78,4.18
1.3,b'Good',b'J',b'SI2',62.9,56.0,5124.0,6.9,6.94,4.35
1.22,b'Ideal',b'I',b'SI1',62.5,56.0,5124.0,6.82,6.79,4.25
1.09,b'Ideal',b'H',b'SI1',62.3,55.0,5125.0,6.58,6.61,4.11
1.09,b'Ideal',b'H',b'SI1',61.1,57.0,5125.0,6.6,6.69,4.1
1.09,b'Ideal',b'H',b'SI1',62.5,56.0,5125.0,6.53,6.58,4.1
1.09,b'Ideal',b'H',b'SI1',61.1,57.0,5125.0,6.62,6.71,4.07
1.15,b'Ideal',b'J',b'VS2',60.7,55.0,5125.0,6.77,6.83,4.13
1.04,b'Ideal',b'E',b'SI2',61.9,57.0,5125.0,6.48,6.51,4.02
1.24,b'Ideal',b'J',b'SI1',61.9,56.0,5125.0,6.95,6.88,4.28
1.01,b'Ideal',b'H',b'SI1',62.6,55.0,5126.0,6.41,6.44,4.02
0.93,b'Ideal',b'G',b'SI1',60.1,57.0,5126.0,6.33,6.41,3.83
1.05,b'Ideal',b'G',b'SI2',62.7,57.0,5127.0,6.45,6.51,4.06
1.11,b'Ideal',b'G',b'SI1',62.0,57.0,5127.0,6.69,6.61,4.12
1.09,b'Premium',b'E',b'SI2',60.9,59.0,5127.0,6.75,6.61,4.07
1.09,b'Ideal',b'E',b'SI2',61.6,55.0,5127.0,6.64,6.6,4.08
1.09,b'Ideal',b'E',b'SI2',61.9,55.0,5127.0,6.64,6.6,4.1
1.09,b'Premium',b'E',b'SI2',61.4,58.0,5127.0,6.67,6.63,4.08
1.24,b'Premium',b'J',b'VS2',62.0,58.0,5128.0,6.87,6.91,4.27
1.05,b'Ideal',b'H',b'SI1',62.4,57.0,5128.0,6.49,6.52,4.06
1.03,b'Premium',b'H',b'SI1',62.5,59.0,5129.0,6.46,6.41,4.02
1.09,b'Very Good',b'H',b'SI1',60.6,60.0,5131.0,6.61,6.68,4.03
1.02,b'Very Good',b'H',b'SI1',59.9,58.0,5131.0,6.57,6.66,3.96
1.01,b'Premium',b'G',b'VS2',61.2,59.0,5131.0,6.43,6.37,3.92
1.01,b'Fair',b'F',b'SI1',65.0,61.0,5131.0,6.29,6.23,4.07
1.1,b'Good',b'H',b'SI1',63.6,58.0,5131.0,6.55,6.5,4.15
1.01,b'Good',b'E',b'SI1',63.6,60.0,5132.0,6.32,6.38,4.04
1.01,b'Good',b'E',b'SI1',63.7,58.0,5132.0,6.32,6.36,4.04
1.01,b'Very Good',b'D',b'SI1',61.5,54.0,5132.0,6.4,6.47,3.96
1.01,b'Good',b'E',b'SI1',63.4,60.0,5132.0,6.3,6.34,4.01
1.01,b'Very Good',b'E',b'SI1',58.2,59.0,5132.0,6.54,6.59,3.82
1.01,b'Very Good',b'E',b'SI1',62.8,60.0,5132.0,6.38,6.39,4.01
1.01,b'Ideal',b'E',b'SI1',61.8,56.0,5132.0,6.46,6.51,4.01
1.13,b'Premium',b'D',b'SI2',60.9,59.0,5133.0,6.65,6.72,4.07
1.11,b'Premium',b'D',b'SI2',61.3,60.0,5134.0,6.6,6.54,4.03
1.05,b'Premium',b'D',b'SI2',58.9,58.0,5134.0,6.74,6.67,3.95
1.03,b'Premium',b'H',b'SI1',59.5,58.0,5134.0,6.64,6.58,3.93
1.11,b'Premium',b'D',b'SI2',59.9,57.0,5134.0,6.74,6.72,4.03
1.14,b'Premium',b'F',b'SI1',62.5,59.0,5135.0,6.65,6.67,4.16
0.9,b'Very Good',b'G',b'VS1',61.4,57.0,5135.0,6.2,6.24,3.82
1.21,b'Very Good',b'J',b'VS2',62.2,59.0,5136.0,6.79,6.84,4.24
1.16,b'Premium',b'D',b'SI2',62.5,60.0,5136.0,6.7,6.64,4.17
1.04,b'Very Good',b'F',b'SI1',63.4,59.0,5137.0,6.44,6.4,4.07
1.08,b'Premium',b'D',b'SI2',62.1,58.0,5138.0,6.62,6.59,4.1
1.01,b'Premium',b'G',b'SI1',62.3,59.0,5139.0,6.38,6.3,3.95
1.0,b'Very Good',b'H',b'VS2',63.3,53.0,5139.0,0.0,0.0,0.0
1.15,b'Premium',b'H',b'SI1',60.9,57.0,5139.0,6.8,6.72,4.12
1.0,b'Premium',b'H',b'VS2',59.7,59.0,5139.0,6.57,6.52,3.91
1.0,b'Ideal',b'H',b'VS2',62.5,56.0,5139.0,6.41,6.33,3.98
1.33,b'Fair',b'F',b'SI2',64.5,58.0,5139.0,6.97,6.86,4.46
1.05,b'Premium',b'H',b'SI1',60.2,62.0,5139.0,6.57,6.52,3.94
1.14,b'Premium',b'G',b'SI2',60.9,56.0,5139.0,6.8,6.73,4.12
1.2,b'Very Good',b'J',b'VS2',59.9,60.0,5140.0,6.98,6.95,4.17
1.01,b'Ideal',b'F',b'SI1',62.3,55.0,5140.0,6.37,6.44,3.99
1.21,b'Premium',b'H',b'SI2',60.6,56.0,5140.0,6.92,6.84,4.17
1.3,b'Premium',b'J',b'SI2',61.1,61.0,5140.0,7.0,6.95,4.26
1.5,b'Very Good',b'J',b'I1',63.3,58.0,5141.0,7.27,7.23,4.59
1.2,b'Good',b'G',b'SI2',63.6,54.0,5141.0,6.75,6.71,4.28
1.2,b'Premium',b'I',b'SI2',62.7,58.0,5141.0,6.82,6.76,4.26
0.9,b'Ideal',b'F',b'VS2',61.6,57.0,5141.0,6.21,6.16,3.81
1.08,b'Ideal',b'H',b'SI2',61.4,57.0,5141.0,6.66,6.6,4.07
1.08,b'Ideal',b'I',b'SI1',62.6,54.0,5141.0,6.56,6.51,4.09
1.01,b'Ideal',b'G',b'SI1',61.8,55.0,5141.0,6.46,6.43,3.98
1.06,b'Premium',b'F',b'SI1',61.0,58.0,5142.0,6.6,6.65,4.04
1.06,b'Premium',b'F',b'SI1',62.1,58.0,5142.0,6.5,6.52,4.04
1.06,b'Very Good',b'F',b'SI1',61.2,57.0,5142.0,6.58,6.68,4.06
1.2,b'Very Good',b'J',b'SI1',61.2,55.0,5142.0,6.84,6.88,4.2
1.07,b'Very Good',b'H',b'SI1',59.2,61.0,5143.0,6.65,6.67,3.94
1.09,b'Ideal',b'F',b'SI2',61.6,55.0,5143.0,6.59,6.65,4.08
1.03,b'Ideal',b'G',b'SI1',60.3,58.0,5143.0,6.57,6.62,3.98
1.06,b'Ideal',b'H',b'SI1',62.2,57.0,5143.0,6.56,6.49,4.06
1.01,b'Fair',b'F',b'SI1',57.9,57.0,5144.0,6.53,6.57,3.79
0.91,b'Very Good',b'E',b'VS2',61.1,58.0,5145.0,6.2,6.28,3.81
1.04,b'Ideal',b'F',b'SI1',61.2,56.0,5145.0,6.54,6.6,4.02
1.14,b'Ideal',b'H',b'SI1',61.6,57.0,5146.0,6.68,6.73,4.13
1.24,b'Good',b'H',b'SI1',62.0,65.0,5146.0,6.88,6.84,4.25
1.01,b'Ideal',b'D',b'SI1',62.4,54.0,5147.0,6.52,6.38,4.03
1.03,b'Ideal',b'G',b'SI1',61.1,57.0,5147.0,6.54,6.58,4.01
1.13,b'Very Good',b'E',b'SI2',63.4,59.0,5147.0,6.53,6.59,4.16
1.06,b'Ideal',b'E',b'SI2',60.9,57.0,5147.0,6.58,6.62,4.02
1.01,b'Good',b'D',b'SI1',63.9,60.0,5147.0,6.32,6.29,4.03
1.01,b'Good',b'D',b'SI1',63.9,62.0,5147.0,6.31,6.25,4.01
1.01,b'Good',b'D',b'SI1',63.9,61.0,5147.0,6.31,6.28,4.02
1.01,b'Premium',b'H',b'VS1',61.6,57.0,5147.0,6.47,6.38,3.96
1.01,b'Premium',b'D',b'SI1',59.8,54.0,5147.0,6.6,6.5,3.93
1.01,b'Premium',b'D',b'SI1',59.2,61.0,5147.0,6.4,6.34,3.77
1.01,b'Premium',b'D',b'SI1',58.1,61.0,5147.0,6.66,6.59,3.85
1.01,b'Fair',b'D',b'SI1',64.4,61.0,5147.0,6.17,6.13,3.96
1.0,b'Good',b'G',b'VS2',63.8,59.0,5148.0,6.26,6.34,4.02
0.9,b'Very Good',b'G',b'VS1',61.5,56.0,5148.0,6.2,6.23,3.82
1.14,b'Very Good',b'I',b'VS1',63.3,56.0,5148.0,6.68,6.6,4.2
1.14,b'Premium',b'I',b'VS1',60.3,57.0,5148.0,6.83,6.81,4.11
1.13,b'Ideal',b'I',b'SI1',61.9,57.0,5149.0,6.68,6.66,4.13
1.09,b'Ideal',b'H',b'SI1',61.4,57.0,5149.0,6.66,6.6,4.07
1.09,b'Premium',b'H',b'SI1',60.5,60.0,5149.0,6.72,6.67,4.05
1.09,b'Ideal',b'H',b'SI1',62.3,57.0,5149.0,6.58,6.54,4.09
0.9,b'Very Good',b'E',b'VS1',61.1,59.0,5151.0,6.14,6.2,3.77
0.83,b'Ideal',b'E',b'VS1',62.2,56.0,5151.0,5.99,6.03,3.74
1.26,b'Premium',b'I',b'SI2',60.1,59.0,5151.0,7.0,6.91,4.18
1.0,b'Premium',b'F',b'SI1',59.8,59.0,5151.0,6.55,6.49,3.9
1.0,b'Premium',b'F',b'SI1',61.8,58.0,5151.0,6.44,6.37,3.96
1.04,b'Very Good',b'F',b'SI1',59.7,59.0,5152.0,6.67,6.56,3.95
1.0,b'Premium',b'F',b'SI1',62.5,59.0,5152.0,6.39,6.34,3.98
1.06,b'Premium',b'H',b'VS2',61.1,59.0,5152.0,6.58,6.51,4.0
1.15,b'Ideal',b'J',b'VS1',61.5,55.0,5152.0,6.81,6.76,4.17
1.11,b'Ideal',b'I',b'VS1',63.0,56.0,5152.0,6.61,6.57,4.15
1.0,b'Premium',b'F',b'SI1',62.1,59.0,5152.0,6.39,6.36,3.96
1.11,b'Premium',b'E',b'SI2',62.6,59.0,5152.0,6.71,6.65,4.18
1.0,b'Premium',b'G',b'SI1',60.5,61.0,5152.0,6.51,6.45,3.92
1.27,b'Ideal',b'I',b'SI2',62.1,56.0,5154.0,6.92,6.96,4.31
1.18,b'Ideal',b'I',b'SI1',62.1,56.0,5154.0,6.79,6.77,4.21
0.73,b'Ideal',b'F',b'VVS1',61.9,56.0,5154.0,5.75,5.79,3.57
0.34,b'Ideal',b'G',b'VS2',62.2,55.0,596.0,4.47,4.5,2.79
0.4,b'Good',b'I',b'SI1',63.9,57.0,596.0,4.66,4.7,2.99
0.34,b'Ideal',b'G',b'VS2',61.0,57.0,596.0,4.48,4.5,2.74
0.34,b'Premium',b'G',b'VS2',61.8,58.0,596.0,4.47,4.5,2.77
0.34,b'Ideal',b'G',b'VS2',62.1,57.0,596.0,4.46,4.5,2.78
0.34,b'Premium',b'G',b'VS2',61.6,60.0,596.0,4.47,4.49,2.76
0.34,b'Ideal',b'G',b'VS2',62.7,55.0,596.0,4.48,4.49,2.81
0.4,b'Very Good',b'I',b'SI1',59.8,57.0,596.0,4.8,4.83,2.88
0.34,b'Very Good',b'E',b'SI1',62.9,55.0,596.0,4.47,4.5,2.82
0.34,b'Premium',b'G',b'VS2',60.2,58.0,596.0,4.52,4.55,2.73
0.34,b'Very Good',b'E',b'SI1',63.0,55.0,596.0,4.42,4.47,2.8
