Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,acidity,calculated_structure_count,intensity,sweetness,tannin,user_structure_count,vintage_type,has_valid_ratings,is_natural
Desquiciado,2019,4518041,Cabernet Franc 2019,3.6,229,11.69,Argentina,Tupungato,,,,,,,0,True,False
Mosquita Muerta,2019,8636470,Perro Callejero Cabernet Franc 2019,4.0,1720,10.89,Argentina,Mendoza,,,,,,,0,True,False
Viña Las Perdices,2018,1429044,Reserva Cabernet Sauvignon 2018,3.9,521,15.49,Argentina,Mendoza,3.1983187,16.0,3.7437515,2.0298057,3.2454627,152.0,0,True,False
Desquiciado,2018,5887892,Salvaje Malbec 2018,4.1,169,24.89,Argentina,Tupungato,3.00218,4.0,3.5315676,2.3178356,2.973978,174.0,0,True,False
Alpamanta,2017,2441340,Natal Malbec 2017,3.8,142,12.49,Argentina,Mendoza,2.720535,79.0,3.8866022,2.0100403,2.3572106,64.0,0,True,False
Viña Las Perdices,2018,6896566,Exploración La Consulta Malbec 2018,4.0,475,18.89,Argentina,La Consulta,3.1325703,12.0,3.693099,2.4290195,3.1626291,720.0,0,True,False
Claroscuro Bodega de Arte,2017,3984063,Gran Malbec 2017,4.0,304,17.89,Argentina,Mendoza,2.982112,12.0,3.4090815,2.59552,2.7710807,146.0,0,True,False
Wapisa,2018,6238521,Wapisa Cabernet Sauvignon 2018,3.8,25,15.39,Argentina,Patagonia,3.2636843,13.0,3.6460843,2.160779,3.2313893,30.0,0,True,False
Capris,2015,1917579,Merlot 2015,3.3,36,8.9,Slovenia,Istra,,,,,,,0,True,False
Santomas,2018,1442853,Mezzo Forte 2018,4.0,29,19.9,Slovenia,Primorje,,,,,,,0,True,False
Vinakoper,2020,1196030,Refošk 2020,3.4,25,7.7,Slovenia,Primorje,,,,,,,0,True,False
Dveri Pax,2011,2261927,Modra Frankinja 2011,4.0,41,10.9,Slovenia,Štajerska,,,,,,,0,True,False
Château Pineraie,2018,2572738,Cuvée des Dames Cahors 2018,3.9,58,6.0,France,Cahors,,,,,,,0,True,False
Château Falfas,2019,1219585,Les Demoiselles de Falfas Côtes de Bourg 2019,3.8,177,15.51,France,Côtes de Bourg,4.043677,40.0,3.9492893,1.2838235,3.6703186,9.0,0,True,False
Méo-Camuzet,2018,4588491,Pommard 2018,4.2,30,85.0,France,Pommard,3.7519963,19.0,2.621469,1.4637475,2.362693,15.0,0,True,False
Château d'Aiguilhe,2014,1602556,Seigneurs d'Aiguilhe Castillon - Côtes de Bordeaux 2014,3.7,395,14.9,France,Castillon - Côtes de Bordeaux,3.7463355,139.0,3.9829302,1.5755033,3.5045307,97.0,0,True,False
Santa Carolina,2019,8229,Reserva de Familia Cabernet Sauvignon 2019,4.0,189,29.44455393993849,Chile,Maipo Valley,3.0857701,394.0,4.307897,1.7377509,3.3795977,317.0,0,True,False
Le Chiuse,2019,1942812,Arpaia Rosso 2019,3.8,44,14.51,Italy,Toscana,3.507448,13.0,2.7502086,1.6162759,2.743333,18.0,0,True,False
Kershaw,2017,5332714,The Smugglers Boot GSM 2017,3.8,46,16.5,South Africa,Western Cape,,,,,,,0,True,False
Avignonesi,1988,1294142,Toscana Grifi 1988,4.5,56,110.0,Italy,Toscana,3.2356431,166.0,3.445113,1.5949299,3.1344447,195.0,0,True,False
Avignonesi,2013,1294142,Toscana Grifi 2013,4.0,136,39.0,Italy,Toscana,3.2356431,166.0,3.445113,1.5949299,3.1344447,195.0,0,True,False
Negro Angelo,2021,1208666,Dina Barbera d'Alba 2021,3.7,72,10.3,Italy,Barbera d'Alba,3.7209275,49.0,3.4367967,1.6267438,2.3767335,41.0,0,True,False
Knipser,2017,1151783,Cuvée X 2017,4.3,112,42.0,Germany,Pfalz,,,,,,,0,True,False
Librandi,2017,94540,Gravello Rosso 2017,4.1,258,14.5,Italy,Val di Neto,2.5206246,117.0,4.4897017,2.4073725,2.9089022,241.0,0,True,False
Lapostolle,2018,13746,Grand Selection Merlot 2018,3.6,134,20.5,Chile,Rapel Valley,1.831779,297.0,3.86278,1.9372878,1.9077657,73.0,0,True,False
Thelema,2017,76165,Shiraz 2017,4.0,140,21.464177067874957,South Africa,Stellenbosch,3.3901305,248.0,4.348456,1.7209401,3.1219146,131.0,0,True,False
Château de Dracy,2019,22281,Baron de Charette Monopole Bourgogne Pinot Noir 2019,3.7,205,37.07048157905925,France,Bourgogne,3.8122327,119.0,2.4774895,1.3902541,2.211851,75.0,0,True,False
Domaine de Chevalier,1998,1154913,Pessac-Léognan (Grand Cru Classé de Graves) 1998,4.3,324,84.7,France,Pessac-Léognan,4.2711053,1827.0,4.1574597,1.6159716,4.275923,585.0,0,True,False
Château Croizet-Bages,1985,1136286,Pauillac (Grand Cru Classé) 1985,4.2,44,72.6,France,Pauillac,4.1081743,398.0,4.209297,1.6114353,4.158566,229.0,0,True,False
Château Carbonnieux,1979,1645929,Pessac-Léognan 1979,3.8,29,48.4,France,Pessac-Léognan,4.2279215,706.0,4.250537,1.5350394,4.421764,164.0,0,True,False
Château Carbonnieux,1999,1645929,Pessac-Léognan 1999,4.1,184,45.38,France,Pessac-Léognan,4.2279215,706.0,4.250537,1.5350394,4.421764,164.0,0,True,False
Marchesi Alfieri,2015,95197,Alfiera Barbera d'Asti Superiore 2015,4.2,363,53.75,Italy,Barbera d'Asti,3.7626598,86.0,3.6699162,2.0277379,2.5267384,130.0,0,True,False
Château de Sales,2005,97829,Pomerol 2005,4.0,367,54.45,France,Pomerol,3.3948343,668.0,4.259368,1.5159596,3.4459233,160.0,0,True,False
Château du Tertre,2005,1177796,Les Hauts du Tertre Margaux 2005,4.1,343,33.28,France,Margaux,4.1620803,308.0,3.7250578,1.4132904,3.7144096,111.0,0,True,False
Coal Pit,2020,1310063,Tiwha Pinot Noir 2020,4.1,94,33.19265984924994,New Zealand,Central Otago,3.64137,98.0,2.337077,1.668905,2.1265557,84.0,0,True,False
Château Lafite Rothschild,1987,23793,Carruades de Lafite Pauillac 1987,4.5,52,393.25,France,Pauillac,4.108216,618.0,4.1661406,1.6196619,4.013037,333.0,0,True,False
Marchesi Alfieri,2018,95197,Alfiera Barbera d'Asti Superiore 2018,4.2,95,27.55,Italy,Barbera d'Asti,3.7626598,86.0,3.6699162,2.0277379,2.5267384,130.0,0,True,False
Barranco Longo,2013,2065870,Reserva Tinto 2013,4.1,91,15.42,Portugal,Algarve,2.4960098,11.0,3.7942548,1.5615385,3.0350482,24.0,0,True,False
Brejinho da Costa,2014,3853769,Comendador Costa Reserva Especial Tinto 2014,4.1,71,63.33,Portugal,Península de Setúbal,3.42651,2.0,4.1312084,1.8609396,3.6924832,16.0,0,True,False
Firriato,2012,82719,Santagostino Baglio Sorìa Red 2012,3.8,3269,9.75,Italy,Terre Siciliane,2.451761,398.0,4.535076,2.3053632,2.9739637,465.0,0,True,False
Château Chasse-Spleen,1983,79266,Moulis-en-Médoc 1983,4.2,85,59.0,France,Moulis-en-Médoc,4.103507,1311.0,4.103591,1.61286,4.1860285,931.0,0,True,False
Château Chasse-Spleen,2004,79266,Moulis-en-Médoc 2004,4.0,1039,42.35,France,Moulis-en-Médoc,4.103507,1311.0,4.103591,1.61286,4.1860285,931.0,0,True,False
Poderi dal Nespoli,2020,1183583,Fico Grande Romagna Sangiovese 2020,3.6,53,7.82,Italy,Romagna,2.7663054,150.0,3.2921686,1.8015084,2.8110406,112.0,0,True,False
I Sabbioni,2016,5298399,I Voli dei Gruccioni Sangiovese Superiore 2016,3.6,80,9.79,Italy,Romagna,2.224659,5.0,3.6596026,1.7943752,2.7620077,30.0,0,True,False
La Piuma,2019,1222190,Chianti 2019,3.4,222,8.9,Italy,Chianti,,,,,,,0,True,False
Quinta do Portal,2013,1380962,Colheita Red 2013,3.6,1430,75.03,Portugal,Douro,3.0328043,283.0,4.384662,1.7437437,3.4275138,380.0,0,True,False
La Posta,2019,23293,Pizzella Malbec (Pizzella Family Vineyard) 2019,4.0,2127,11.6,Argentina,Mendoza,2.7141683,1565.0,3.8905742,2.0760422,2.3130074,1274.0,0,True,False
Giovanni Rosso,2012,79326,Barolo Cerretta 2012,4.1,105,75.0,Italy,Barolo,4.655287,119.0,3.8287787,1.4869314,4.3852115,130.0,0,True,False
Marcarini,2015,1825898,La Serra Barolo 2015,4.0,136,68.0,Italy,Barolo,4.6549234,120.0,3.662921,1.5253795,4.3742766,67.0,0,True,False
Ca 'Lustra Zanovello,2016,1200321,Girapoggio Cabernet 2016,4.0,91,19.0,Italy,Colli Euganei,2.4160516,25.0,3.7642462,1.7589283,3.024738,71.0,0,True,False
Palari,2005,92593,Faro 2005,4.2,185,40.0,Italy,Faro,2.6867669,158.0,4.3001904,2.1666832,3.0892498,288.0,0,True,False
Don Melchor,2012,1135069,Cabernet Sauvignon 2012,4.5,3111,102.85,Chile,Puente Alto,2.996523,2282.0,4.273515,1.793436,3.2079263,3475.0,0,True,False
San Felice,1999,1136983,Campogiovanni Brunello di Montalcino 1999,4.3,102,66.55,Italy,Brunello di Montalcino,3.8384612,1049.0,3.2392654,1.665907,3.5427334,604.0,0,True,False
Robert Mondavi Winery,1999,2448,Reserve Cabernet Sauvignon 1999,4.3,202,133.1,United States,Oakville,3.3987226,695.0,4.757743,1.7242204,3.43654,202.0,0,True,False
Giovanni Rosso,2012,79327,Barolo La Serra 2012,4.0,48,75.0,Italy,Barolo,4.597448,75.0,3.8092306,1.6766914,4.4028044,75.0,0,True,False
David Duband,2015,1101325,Nuits-Saint-Georges 2015,3.9,196,48.0,France,Nuits-Saint-Georges,4.09072,102.0,2.8077493,1.5620488,2.5445704,145.0,0,True,False
Paolo Manzone,2013,4500178,Barolo Riserva 2013,4.2,58,69.0,Italy,Barolo,4.507573,23.0,4.077971,1.553797,4.331119,33.0,0,True,False
Domaine Bertagna,2015,16541,Clos Saint Denis Grand Cru 2015,4.4,30,210.0,France,Clos Saint-Denis Grand Cru,4.15,33.0,3.2230844,2.0082595,2.557753,40.0,0,True,False
Château Beauregard,1990,1172145,Pomerol 1990,4.4,48,163.35,France,Pomerol,3.415586,470.0,4.232886,1.6415837,3.5089626,227.0,0,True,False
Gaja,1971,66104,Barbaresco 1971,4.4,187,363.0,Italy,Barbaresco,4.6547227,1264.0,3.6953716,1.6087476,4.0148177,553.0,0,True,False
Château Gloria,1978,86362,Saint-Julien 1978,4.2,29,60.5,France,Saint-Julien,4.181218,1872.0,3.8879855,1.5664628,3.8430514,621.0,0,True,False
Luigi Oddero,2009,1491564,Vigna Rionda Barolo 2009,4.1,109,125.0,Italy,Barolo,4.5802207,72.0,3.7556973,1.5210458,4.26417,89.0,0,True,False
Bruno Rocca,2015,1100889,Barbaresco 2015,4.1,224,40.0,Italy,Barbaresco,4.629782,141.0,3.6077592,1.5816064,4.0403175,65.0,0,True,False
Tommasi,2018,7088,Rafaèl Valpolicella Classico Superiore 2018,3.9,1466,13.0,Italy,Valpolicella Classico,3.4904203,1145.0,3.0445206,1.9565774,2.456742,138.0,0,True,False
Château Lafon-Rochet,1996,1700690,Saint-Estèphe (Grand Cru Classé) 1996,4.2,598,162.47462497793396,France,Saint-Estèphe,4.0997195,1369.0,4.261995,1.5734484,4.1776958,498.0,0,True,False
Vinakoper,2020,1499147,Cabernet Sauvignon 2020,3.3,72,7.7,Slovenia,Primorje,,,,,,,0,True,False
Casa Cadaval,2017,1211265,Pinot Noir 2017,4.0,146,13.54,Portugal,Ribatejo,,,,,,,0,True,False
Simone Scaletta,2015,1168763,Sarsera Barbera d'Alba Superiore 2015,3.7,56,14.5,Italy,Barbera d'Alba,3.9618573,16.0,3.413457,1.4873999,2.3906286,15.0,0,True,False
Simone Scaletta,2016,1179670,Chirlet Barolo 2016,4.1,50,34.9,Italy,Barolo,4.6660767,32.0,3.749353,1.3933772,4.4310017,41.0,0,True,False
Quinta de Ventozelo,2017,91097,Tinta Roriz 2017,4.2,192,10.5,Portugal,Douro,2.7828248,4.0,3.7047687,2.2994692,3.1932886,85.0,0,True,False
Teatro Latino,2020,6720040,Syrah 2020,3.6,38,8.4,Italy,Terre Siciliane,2.0865788,2.0,3.8986316,2.3716316,2.5547369,13.0,0,True,False
Herdade do Portocarro,2013,1203073,Tinto 2013,3.8,121,25.1,Portugal,Península de Setúbal,3.113456,52.0,3.9178586,1.8219875,3.033753,141.0,0,True,False
Adega Cooperativa de Vidigueira,2015,1902185,Ato III A Saudade Tinto 2015,3.5,315,16.67,Portugal,Alentejo,2.8432527,25.0,3.7724648,1.7575768,3.0176718,219.0,0,True,False
Quinta das Cerejeiras,2016,1180983,Óbidos Reserva 2016,4.2,184,24.24,Portugal,Óbidos,3.0378933,80.0,3.9370244,1.7192842,2.887196,145.0,0,True,False
Antonio Bernardino Paulo da Silva,2011,1245309,Colares Chitas Tinto 2011,3.9,29,29.95,Portugal,Colares,3.2242587,102.0,3.653287,1.5025328,3.0469303,81.0,0,True,False
Baton,2017,1175940,Tom de Baton Tinto 2017,3.8,135,7.06,Portugal,Douro,3.1599824,48.0,4.351186,1.6864322,3.5651052,55.0,0,True,False
Cartuxa,2016,1493079,EA Reserva Tinto 2016,4.0,583,9.52,Portugal,Alentejo,2.9959676,51.0,4.100702,1.9320465,3.1366189,483.0,0,True,False
Vaga Lume,2015,6023866,Reserva 2015,3.9,60,12.93,Portugal,Alentejano,2.9738963,2.0,4.069351,2.067922,3.2236364,8.0,0,True,False
Monte dos Perdigoes,2016,3349490,Tapada Do Barão Colheita Seleccionada Tinto 2016,3.5,497,5.656666666666666,Portugal,Alentejano,3.0447524,67.0,3.7127187,2.3167543,2.929806,812.0,0,True,False
Brejinho da Costa,2013,5614883,Bairros Tinto 2013,3.6,197,8.92,Portugal,Península de Setúbal,2.4514287,1.0,3.7254286,1.4319999,2.9714286,4.0,0,True,False
Quinta da Romaneira,2016,1201765,Syrah 2016,4.3,209,22.35,Portugal,Duriense,3.0596342,37.0,4.4085016,1.9140494,3.6191819,190.0,0,True,False
Luis Pato,2008,86396,Beiras Quinta do Moinho 2008,3.7,89,26.22,Portugal,Beiras,,,,,,,0,True,False
Vinha Paz,2017,1200548,Reserva 2017,4.1,218,20.17,Portugal,Dão,3.8714304,61.0,3.985151,1.9132991,3.6546042,71.0,0,True,False
Bombeira do Guadiana,2016,1918223,Escolha Trincadeira 2016,4.2,92,13.74,Portugal,Alentejano,2.7928023,12.0,4.14006,1.9600719,2.9844787,57.0,0,True,False
Azamor,2010,1596770,Icon d'Azamor 2010,4.3,69,59.19,Portugal,Alentejano,2.9225347,9.0,4.2260866,1.9875,3.1060517,28.0,0,True,False
Domaine Lafage,2019,5776748,La Caumette 2019,4.4,44,24.9,France,Languedoc-Roussillon,3.3615756,48.0,4.171993,1.87041,3.5168927,96.0,0,True,False
Marrenon,2018,7143163,Inventa Le Roc Luberon 2018,4.3,49,19.95,France,Luberon,3.3499036,6.0,3.9381733,1.6739103,3.315,18.0,0,True,False
Fuentespina,2016,5954096,3 Meses 2016,3.3,294,15.95,Spain,Ribera del Duero,3.7077146,42.0,3.4506652,1.805929,3.4186044,198.0,0,True,False
Quinta do Pinto,2014,4650591,Reserva Touriga Nacional 2014,3.8,53,13.3,Portugal,Alenquer,2.8736775,7.0,4.148665,1.4621915,3.1883376,22.0,0,True,False
Herdade do Portocarro,2012,1200540,Cavalo Maluco Tinto 2012,4.1,249,63.56,Portugal,Península de Setúbal,3.1623087,61.0,3.831442,1.8514452,2.8645313,187.0,0,True,False
Costa Boal Family Estates,2017,6001475,Flor do Côa Reserva Especial 2017,4.0,46,12.12,Portugal,Douro,2.9013314,5.0,3.7959216,2.177262,3.2703338,144.0,0,True,False
Podere La Villa,2018,1936921,Pargolo Chianti Classico 2018,3.9,33,52.0,Italy,Chianti Classico,3.731058,4.0,3.3129694,1.8285667,3.5721843,14.0,0,True,False
Sutto,2016,1692498,Campo Sella 2016,3.9,38,24.95,Italy,delle Venezie,2.1853938,6.0,4.127449,2.4915924,2.8471572,38.0,0,True,False
Simone Scaletta,2015,6333017,Bussia Barolo 2015,4.3,43,49.95,Italy,Barolo,4.351559,8.0,3.6641934,1.8312365,4.318817,15.0,0,True,False
Quinta do Passadouro,2017,1218942,Douro Reserva 2017,4.2,52,39.87,Portugal,Douro,3.1381016,61.0,4.48616,1.7260948,3.728303,164.0,0,True,False
Pedra Cancela,2013,5133860,Amplitude 2013,4.4,55,49.95,Portugal,Dão,3.837037,1.0,3.9938626,1.0,3.87291,10.0,0,True,False
Château Cardinal Villemaurine,2016,1378973,Saint-Émilion Grand Cru 2016,4.1,141,42.35,France,Saint-Émilion Grand Cru,3.4287696,109.0,4.109152,1.3363842,3.5733764,45.0,0,True,False
Domaine Bruno Clair,2017,1128165,Marsannay 'Les Vaudenelles' 2017,3.9,62,42.47528443510875,France,Marsannay,4.354955,41.0,2.721625,1.4961399,2.6145823,28.0,0,True,False
Casa da Esteira,2014,7043311,Reserva Tinto 2014,4.0,37,14.98,Portugal,Douro,3.0793455,1.0,3.3175998,2.484509,3.4321818,17.0,0,True,False
Fuentespina,2016,3409228,7 Meses 2016,3.7,374,23.5,Spain,Ribera del Duero,3.7170315,68.0,3.9203444,1.4584651,3.6565292,100.0,0,True,False
Monte da Raposinha,2017,1262662,Tinto 2017,3.7,334,10.4,Portugal,Alentejano,3.1317723,42.0,3.8097947,1.7826887,2.989947,283.0,0,True,False
Vaga Lume,2015,6159005,Colheita Selecionada Tinto 2015,3.9,54,9.84,Portugal,Alentejano,2.7768087,2.0,3.4868085,2.0659573,3.361489,5.0,0,True,False
Casa Ferreirinha,2017,1319400,Antónia Adelaide Ferreira Douro 2017,4.2,55,76.69,Portugal,Douro,2.987391,29.0,4.3374715,1.971586,3.5991402,295.0,0,True,False
Quinta das Camelias,2012,5260318,Garrafeira 2012,4.2,74,16.06,Portugal,Dão,3.7114034,5.0,3.9828064,1.784585,3.8490117,28.0,0,True,False
Quinta de Roriz,2010,16481,Reserva 2010,4.0,396,21.1,Portugal,Douro,3.1399672,59.0,4.4069533,1.5654793,3.624308,36.0,0,True,False
Vaga Lume,2016,6023897,Tinto 2016,3.7,64,6.24,Portugal,Alentejano,2.916892,1.0,3.4817572,2.1812162,2.9931083,10.0,0,True,False
Quinta da Marka,2014,1597379,Marka Touriga Nacional 2014,4.3,104,22.04,Portugal,Douro,2.6539466,5.0,4.7780266,1.4175732,3.668267,25.0,0,True,False
Bovio,2019,2743667,Regiaveja Barbera d'Alba Superiore 2019,4.0,33,20.46,Italy,Barbera d'Alba,4.0578103,32.0,3.597555,1.3125181,2.4304562,25.0,0,True,False
Dorigati,2018,7943727,Planus 2018,3.8,47,16.22,Italy,Trentino-Alto Adige,2.8450136,2.0,3.3244143,2.3376567,2.9603813,20.0,0,True,False
Fratelli Minuto,1967,1216281,Barolo Riserva Speciale 1967,3.5,53,54.45,Italy,Barolo,4.8,9.0,3.5821838,1.976092,4.6129885,1.0,0,True,False
Château Badette,2018,1694260,Saint-Émilion Grand Cru 2018,4.2,145,32.5,France,Saint-Émilion Grand Cru,3.2997441,42.0,4.3273735,1.7349966,3.3752186,73.0,0,True,False
Spinelli,2021,1882766,Rue di Piane Montepulciano d'Abruzzo 2021,3.4,45,11.06,Italy,Montepulciano d'Abruzzo,3.9757516,35.0,2.604183,1.2100219,2.840915,17.0,0,True,False
Spinelli,2021,1186372,Tratturo Montepulciano d'Abruzzo 2021,3.6,35,6.7,Italy,Montepulciano d'Abruzzo,4.061893,17.0,2.63679,1.7609051,3.0566256,9.0,0,True,False
Pianirossi,2016,1235958,Sidus Montecucco 2016,3.9,195,12.99,Italy,Montecucco,3.1785538,70.0,3.0985029,1.4301018,3.0832775,64.0,0,True,False
Domaine G. Roumier,2006,100045,Morey-Saint-Denis Premier Cru Clos de La Bussière 2006,4.2,121,495.0,France,Morey-Saint-Denis Premier Cru,4.0096974,161.0,3.107625,1.7857184,2.8271906,313.0,0,True,False
Mor Valley,2015,3973511,Old Vine Tinto 2015,4.1,54,32.94,Portugal,Douro,2.881408,1.0,4.085596,2.2576172,3.4908304,19.0,0,True,False
San Valentino,2017,2050388,Vivian 2017,3.9,26,15.86,Italy,Rubicone,2.3789353,6.0,3.9834602,1.7790114,3.0453992,11.0,0,True,False
Bovio,2019,5089612,Firagnetti Langhe Nebbiolo 2019,3.9,126,19.01,Italy,Langhe,4.6975627,43.0,3.872665,1.3704898,4.319829,34.0,0,True,False
Roagna,2007,1992380,Montefico Barbaresco Vecchie Viti 2007,4.4,93,254.1,Italy,Barbaresco,4.6621385,43.0,3.7248225,1.5176524,4.2296085,26.0,0,True,True
Contino,2014,1387012,Rioja Gran Reserva 2014,4.2,681,46.0,Spain,Rioja,3.72734,297.0,3.8126724,1.652865,3.4913406,484.0,0,True,False
Lo Zoccolaio,2016,1146498,Suculé Barbera d'Alba 2016,4.0,320,15.9,Italy,Barbera d'Alba,3.8708026,257.0,3.6105351,1.5298532,2.2482738,90.0,0,True,False
La Crotta di Vegneron,2019,1624380,Chambave 2019,3.7,131,12.24,Italy,Valle d'Aosta,2.8909104,12.0,3.3318138,2.3544037,2.566069,82.0,0,True,False
Gorgo,2020,78510,Bardolino 2020,3.7,101,9.07,Italy,Bardolino,2.5929132,58.0,3.093872,2.0844228,2.7529483,66.0,0,True,False
Livia Fontana,2018,4964645,Fontanin Barolo 2018,3.9,28,43.36,Italy,Barolo,4.4598613,42.0,3.5222135,1.3756076,4.167535,58.0,0,True,False
La Spinetta,2010,15169,Gallina Barbera d'Alba 2010,4.2,305,39.85,Italy,Barbera d'Alba,3.7867303,226.0,3.68827,1.8515698,2.3624358,164.0,0,True,False
Château Trotanoy,1995,1098770,Pomerol 1995,4.5,319,308.55,France,Pomerol,3.4038076,563.0,4.1558924,1.6912335,3.5422993,221.0,0,True,False
Château Cote de Baleau,2013,1134068,Saint-Émilion Grand Cru (Grand Cru Classé) 2013,3.9,372,26.0,France,Saint-Émilion Grand Cru,3.345966,293.0,4.2407637,1.5060636,3.532832,188.0,0,True,False
Ricasoli,2007,12204,Casalferro 2007,4.0,333,42.95,Italy,Toscana,3.1699288,381.0,3.292161,1.7121882,2.8611012,411.0,0,True,False
Ernie Els,2017,8812042,Major Series Merlot 2017,3.9,88,21.95,South Africa,Stellenbosch,3.0005329,38.0,3.865313,1.9186819,3.0088415,21.0,0,True,False
Château Prieuré-Lichine,1990,736114,Margaux (Grand Cru Classé) 1990,4.4,195,69.0,France,Margaux,4.1634884,1409.0,3.7770016,1.5547935,3.8045142,535.0,0,True,False
HPF1855 - Hermanuspietersfontein,2019,1665192,Skoonma 2019,4.0,70,17.95,South Africa,Western Cape,,,,,,,0,True,False
Allegrini,2011,8190,La Poja (Monovitigno Corvina Veronese) 2011,4.3,1020,105.7038303311461,Italy,Verona,2.3383179,550.0,3.9401164,2.1873648,2.910203,371.0,0,True,False
Quinta do Portal,2013,1380962,Colheita Red 2013,3.6,1430,75.03,Portugal,Douro,3.0328043,283.0,4.384662,1.7437437,3.4275138,380.0,0,True,False
Château Le Bon Pasteur,1997,1099243,Pomerol 1997,4.3,105,48.4,France,Pomerol,3.357601,423.0,4.2765326,1.8262829,3.4839783,124.0,0,True,False
Château Léoville Las Cases,1980,81848,Saint-Julien (Grand Cru Classé) 1980,4.1,47,205.7,France,Saint-Julien,4.1836534,2167.0,3.786145,1.6353216,3.8696141,951.0,0,True,False
Château Lalande-Borie,1990,1209244,Saint-Julien 1990,4.1,47,54.45,France,Saint-Julien,4.1706376,638.0,3.832216,1.5766226,3.8244743,213.0,0,True,False
Tenuta di Carleone,2017,6414999,Chianti Classico 2017,4.0,515,5.95,Italy,Chianti Classico,3.7055783,116.0,3.0300984,1.8992091,3.417211,243.0,0,True,False
Château Lilian Ladouys,2005,1102121,Saint-Estèphe 2005,3.9,244,42.35,France,Saint-Estèphe,4.274224,1206.0,4.3119297,1.4355482,4.2984557,286.0,0,True,False
Château La Cabanne,2006,1194181,Pomerol 2006,3.9,461,78.65,France,Pomerol,3.4399126,299.0,4.2339144,1.5828876,3.5118337,104.0,0,True,False
La Posta,2019,23293,Pizzella Malbec (Pizzella Family Vineyard) 2019,4.0,2127,11.6,Argentina,Mendoza,2.7141683,1565.0,3.8905742,2.0760422,2.3130074,1274.0,0,True,False
Château l'Eglise-Clinet,1994,1099373,Pomerol 1994,4.3,110,119.19,France,Pomerol,3.4313838,327.0,4.225374,1.7779295,3.567796,135.0,0,True,False
Vinakoper,2020,1499147,Cabernet Sauvignon 2020,3.3,72,7.7,Slovenia,Primorje,,,,,,,0,True,False
Château Cardinal Villemaurine,2016,1378973,Saint-Émilion Grand Cru 2016,4.1,141,42.35,France,Saint-Émilion Grand Cru,3.4287696,109.0,4.109152,1.3363842,3.5733764,45.0,0,True,False
Fuentespina,2016,3409228,7 Meses 2016,3.7,374,23.5,Spain,Ribera del Duero,3.7170315,68.0,3.9203444,1.4584651,3.6565292,100.0,0,True,False
Monte da Raposinha,2017,1262662,Tinto 2017,3.7,334,10.4,Portugal,Alentejano,3.1317723,42.0,3.8097947,1.7826887,2.989947,283.0,0,True,False
Quinta das Cerejeiras,2016,1180983,Óbidos Reserva 2016,4.2,184,24.24,Portugal,Óbidos,3.0378933,80.0,3.9370244,1.7192842,2.887196,145.0,0,True,False
Marrenon,2018,7143163,Inventa Le Roc Luberon 2018,4.3,49,19.95,France,Luberon,3.3499036,6.0,3.9381733,1.6739103,3.315,18.0,0,True,False
Fuentespina,2016,5954096,3 Meses 2016,3.3,294,15.95,Spain,Ribera del Duero,3.7077146,42.0,3.4506652,1.805929,3.4186044,198.0,0,True,False
Simone Scaletta,2015,6333017,Bussia Barolo 2015,4.3,43,49.95,Italy,Barolo,4.351559,8.0,3.6641934,1.8312365,4.318817,15.0,0,True,False
Podere La Villa,2018,1936921,Pargolo Chianti Classico 2018,3.9,33,52.0,Italy,Chianti Classico,3.731058,4.0,3.3129694,1.8285667,3.5721843,14.0,0,True,False
Sutto,2016,1692498,Campo Sella 2016,3.9,38,24.95,Italy,delle Venezie,2.1853938,6.0,4.127449,2.4915924,2.8471572,38.0,0,True,False
Simone Scaletta,2015,1168763,Sarsera Barbera d'Alba Superiore 2015,3.7,56,14.5,Italy,Barbera d'Alba,3.9618573,16.0,3.413457,1.4873999,2.3906286,15.0,0,True,False
